"App","Category","Rating","Reviews","Size","Installs","Type","Price","Content.Rating","Genres","Last.Updated","Current.Ver","Android.Ver","Last.Updated..Year.","Last.Updated..Year.Month.","Category..categorical.","Type..categorical.","Genres..categorical.","Current.Ver..categorical.","Android.Ver..categorical.","Last.Updated..Year.Month...categorical.","No_reviews_count","Reviews_present_count","Rating_Q","Installs_Q"
"PDF Reader – PDF Editor 2018",29,4.1,1648,36,5e+05,0,0,0,107,"2018-07-31",2674,17,2018,86,"TOOLS","Free","Tools","9.5.8","4.1 and up","2018-07",0,0,1,2
"Penny Puss",29,3,19,22,1000,1,4.99,0,107,"2016-07-09",826,13,2016,62,"TOOLS","Paid","Tools","1.911.1944.4606","4.0 and up","2016-07",0,0,0,0
"Phone X Launcher, OS 11 iLauncher & Control Center",29,4.2,54063,16,5e+06,0,0,0,107,"2018-06-01",1406,17,2018,85,"TOOLS","Free","Tools","2.7.2","4.1 and up","2018-06",0,0,2,3
"Photo Compress 2.0 - Ad Free",29,4.1,6267,1.7,1e+06,0,0,0,107,"2016-05-07",1088,12,2016,60,"TOOLS","Free","Tools","2.1","3.2 and up","2016-05",0,0,1,3
"photo keypad lockscreen",29,4.1,225544,8.1,1e+07,0,0,0,107,"2018-07-17",1595,13,2018,86,"TOOLS","Free","Tools","3.1.2","4.0 and up","2018-07",0,0,1,3
"Plug-in app (System AC)",29,3.6,126,11,10000,0,0,0,107,"2017-06-08",2780,13,2017,73,"TOOLS","Free","Tools","v1.1072.35.0","4.0 and up","2017-06",0,0,0,1
"Poke Genie - Safe IV Calculator",29,4.7,92958,36,1e+06,0,0,0,107,"2018-07-27",374,25,2018,86,"TOOLS","Free","Tools","1.13.0","5.0 and up","2018-07",0,0,3,3
"Power Widget",29,4.2,928,0.383,10000,1,1.99,0,107,"2014-03-20",1725,7,2014,34,"TOOLS","Paid","Tools","3.4","2.2 and up","2014-03",0,0,2,1
"Powershop AU",29,4,498,11,10000,0,0,0,107,"2018-07-12",579,15,2018,86,"TOOLS","Free","Tools","1.35.1","4.0.3 and up","2018-07",0,0,1,1
"Preferences Manager and SQLite DB Viewer",29,3.5,13,3,1000,0,0,0,107,"2017-07-18",250,13,2017,74,"TOOLS","Free","Tools","1.01","4.0 and up","2017-07",0,0,0,0
"Punjab Online - Land Records • EB Bill Pay • RC/DL",29,3.4,16,4,5000,0,0,0,107,"2018-08-07",113,25,2018,87,"TOOLS","Free","Tools","1.0","5.0 and up","2018-08",0,0,0,1
"Putzmeister Experts",29,4.6,21,8.9,1000,0,0,0,107,"2018-05-08",532,17,2018,84,"TOOLS","Free","Tools","1.3","4.1 and up","2018-05",0,0,3,0
"Puzzle Alarm Clock <U+23F0>",29,4.3,32111,5.3,1e+06,0,0,0,107,"2018-08-03",1584,20,2018,87,"TOOLS","Free","Tools","3.1.0.1126","4.4 and up","2018-08",0,0,2,3
"Q-See QC View",29,3.1,657,21,1e+05,0,0,0,107,"2018-01-19",1758,15,2018,80,"TOOLS","Free","Tools","3.49.0202","4.0.3 and up","2018-01",0,0,0,2
"Q-See QT View",29,3.6,7357,19,1e+05,0,0,0,107,"2018-07-12",2025,25,2018,86,"TOOLS","Free","Tools","4.4.1","5.0 and up","2018-07",0,0,0,2
"Q-slope",29,4.5,2,3.9,50,1,1.76,0,107,"2017-12-03",2152,19,2017,79,"TOOLS","Paid","Tools","5.0","4.3 and up","2017-12",0,0,3,0
"Q Remote Control",29,3.8,4264,14,5e+05,0,0,0,107,"2014-07-12",1377,8,2014,38,"TOOLS","Free","Tools","2.6.1","2.3 and up","2014-07",0,0,1,2
"R File Manager",29,4.8,17,6.7,50,0,0,0,107,"2018-05-05",2788,20,2018,84,"TOOLS","Free","Tools","v2","4.4 and up","2018-05",0,0,3,0
"RAM Cleanup Ad-Free Option",29,4.4,457,1.1,10000,1,2.99,0,107,"2016-07-26",1522,17,2016,62,"TOOLS","Paid","Tools","3.0","4.1 and up","2016-07",0,0,3,1
"ReactNative BG Geolocation",29,5,5,9.1,1000,0,0,0,107,"2018-05-25",1149,17,2018,84,"TOOLS","Free","Tools","2.12.0","4.1 and up","2018-05",0,0,3,0
"Reindeer VPN - Proxy VPN",29,4.2,7339,4,1e+05,0,0,0,107,"2018-05-10",749,17,2018,84,"TOOLS","Free","Tools","1.74","4.1 and up","2018-05",0,0,2,2
"Remote | Fire TV | Android TV | KODI | CetusPlay",29,4.4,15911,16,1e+06,0,0,0,107,"2018-06-30",1944,17,2018,85,"TOOLS","Free","Tools","4.1.8.1","4.1 and up","2018-06",0,0,3,3
"Remote CT - Smart Remote",29,3.5,3988,11,1e+06,0,0,0,107,"2015-12-22",207,20,2015,55,"TOOLS","Free","Tools","1.0.5","4.4 and up","2015-12",0,0,0,3
"Remote for Onkyo AV Receivers & Smart TV/Blu-Ray",29,3.7,701,7.3,1e+05,0,0,0,107,"2018-07-31",2711,19,2018,86,"TOOLS","Free","Tools","Cow V3.15","4.3 and up","2018-07",0,0,0,2
"Remote for Panasonic TV+BD+AVR",29,3.7,533,7.3,1e+05,0,0,0,107,"2018-07-31",2711,19,2018,86,"TOOLS","Free","Tools","Cow V3.15","4.3 and up","2018-07",0,0,0,2
"Remote For Pioneer AV Receivers and Blu-Ray",29,3.4,150,7.3,50000,0,0,0,107,"2018-06-01",2710,17,2018,85,"TOOLS","Free","Tools","Cow V3.11","4.1 and up","2018-06",0,0,0,2
"Remote for Samsung TV & BluRay Players (Read Desc)",29,3.3,1988,7.3,5e+05,0,0,0,107,"2018-08-03",2711,19,2018,87,"TOOLS","Free","Tools","Cow V3.15","4.3 and up","2018-08",0,0,0,2
"Remote for Sony TV & Sony Blu-Ray Players MyAV",29,3.4,3491,7.3,1e+06,0,0,0,107,"2018-07-31",2711,19,2018,86,"TOOLS","Free","Tools","Cow V3.15","4.3 and up","2018-07",0,0,0,3
"Resume Maker / CV creator & Templates",29,4.2,54,22,5000,0,0,0,107,"2018-04-15",213,15,2018,83,"TOOLS","Free","Tools","1.0.6","4.0.3 and up","2018-04",0,0,2,1
"Roland DG Mobile Panel",29,2.8,27,34,1000,0,0,0,107,"2018-02-20",628,20,2018,81,"TOOLS","Free","Tools","1.42","4.4 and up","2018-02",0,0,0,0
"Roman Clock AW-7",29,4.4,52,3,5000,0,0,0,107,"2018-03-17",1014,19,2018,82,"TOOLS","Free","Tools","2.0","4.3 and up","2018-03",0,0,3,1
"Ruler & Area Measurement (cm, inch)",29,4.3,10,8.2,10000,0,0,0,107,"2017-07-28",424,17,2017,74,"TOOLS","Free","Tools","1.2","4.1 and up","2017-07",0,0,2,1
"Ruler cm",29,3.6,661,0.809,1e+05,0,0,0,107,"2014-09-10",1088,7,2014,40,"TOOLS","Free","Tools","2.1","2.2 and up","2014-09",0,0,0,2
"Ruler(cm, inch)",29,3.4,2889,2.5,5e+05,0,0,0,107,"2016-07-27",280,8,2016,62,"TOOLS","Free","Tools","1.1.0","2.3 and up","2016-07",0,0,0,2
"S Pen Keeper",29,3.8,560,0.314,50000,0,0,0,107,"2018-06-08",1091,15,2018,85,"TOOLS","Free","Tools","2.1.0.032","4.0.3 and up","2018-06",0,0,1,2
"S Player - Lightest and Most Powerful Video Player",29,4.6,14224,7.1,1e+06,0,0,0,107,"2017-10-12",239,8,2017,77,"TOOLS","Free","Tools","1.0.98_ww","2.3 and up","2017-10",0,0,3,3
"S S9 Launcher - Galaxy S8/S9 Launcher, theme, cool",29,4.4,22503,6.5,1e+06,0,0,0,107,"2018-07-06",1923,17,2018,86,"TOOLS","Free","Tools","4.1","4.1 and up","2018-07",0,0,3,3
"Samsung TV AV Guide 2016",29,4.2,27,3.4,5000,0,0,0,107,"2016-05-17",323,15,2016,60,"TOOLS","Free","Tools","1.1.6","4.0.3 and up","2016-05",0,0,2,1
"Satellite Director",29,4.1,45610,0.176,1e+07,0,0,0,107,"2018-01-02",682,2,2018,80,"TOOLS","Free","Tools","1.56","1.6 and up","2018-01",0,0,1,3
"Scale Models DB",29,4.4,9,33,50,1,2.99,0,107,"2018-05-03",73,19,2018,84,"TOOLS","Paid","Tools","0.6.2","4.3 and up","2018-05",0,0,3,0
"Schengen/EU App",29,4,24,11,1000,0,0,0,107,"2018-02-27",113,17,2018,81,"TOOLS","Free","Tools","1.0","4.1 and up","2018-02",0,0,1,0
"ScorePal",29,4.5,1439,15,10000,0,0,0,107,"2018-07-09",1138,19,2018,86,"TOOLS","Free","Tools","2.10.7","4.3 and up","2018-07",0,0,3,1
"Screen Lock",29,4.2,68309,2.1,1e+06,0,0,0,107,"2017-11-23",2802,13,2017,78,"TOOLS","Free","Tools","v3.9f","4.0 and up","2017-11",0,0,2,3
"Screen Lock - with Fingerprint Simulator",29,3.7,338449,2.8,1e+07,0,0,0,107,"2018-06-19",2628,9,2018,85,"TOOLS","Free","Tools","8.6","2.3.3 and up","2018-06",0,0,0,3
"Screen Off and Lock",29,4.1,172990,0.525,1e+07,0,0,0,107,"2017-12-02",407,7,2017,79,"TOOLS","Free","Tools","1.17.4","2.2 and up","2017-12",0,0,1,3
"SDV Cam",29,3.2,67,65,10000,0,0,0,107,"2017-06-02",229,15,2017,73,"TOOLS","Free","Tools","1.0.8","4.0.3 and up","2017-06",0,0,0,1
"Secret Codes For Android",29,3.6,6060,0.592,5e+05,0,0,0,107,"2016-02-04",1014,5,2016,57,"TOOLS","Free","Tools","2.0","2.1 and up","2016-02",0,0,0,2
"Selfie DV",29,2.8,29,14,1000,0,0,0,107,"2017-04-24",1276,15,2017,71,"TOOLS","Free","Tools","2.3.26","4.0.3 and up","2017-04",0,0,0,0
"SenseView BT Zephyr Sensor",29,4.3,37,0.323,5000,0,0,0,107,"2015-05-15",298,7,2015,48,"TOOLS","Free","Tools","1.1.15205","2.2 and up","2015-05",0,0,2,1
"Servers Ultimate Pack B",29,4.3,668,13,50000,0,0,0,107,"2016-03-31",1126,5,2016,58,"TOOLS","Free","Tools","2.1.8","2.1 and up","2016-03",0,0,2,2
"Service Disabler",29,4.3,534,3,1e+05,0,0,0,107,"2018-06-23",213,13,2018,85,"TOOLS","Free","Tools","1.0.6","4.0 and up","2018-06",0,0,2,2
"Signal Info",29,4.6,424,3.5,10000,0,0,0,107,"2017-12-19",33,27,2017,79,"TOOLS","Free","Tools","0.11","6.0 and up","2017-12",0,0,3,1
"Signal Spy - Monitor Signal Strength & Data Usage",29,4.4,875,8.5,1e+05,0,0,0,107,"2017-12-31",822,26,2017,79,"TOOLS","Free","Tools","1.9.9.5","5.1 and up","2017-12",0,0,3,2
"SIM Card Info",29,4.1,4234,1.9,1e+06,0,0,0,107,"2018-05-25",2265,13,2018,84,"TOOLS","Free","Tools","5.3.9","4.0 and up","2018-05",0,0,1,3
"Simple Gallery",29,4.5,28030,9,1e+06,0,0,0,107,"2018-08-02",2033,17,2018,87,"TOOLS","Free","Tools","4.4.4","4.1 and up","2018-08",0,0,3,3
"Smart Air Conditioner",29,3.3,4786,13,5e+05,0,0,0,107,"2018-05-24",473,7,2018,84,"TOOLS","Free","Tools","1.2.84","2.2 and up","2018-05",0,0,0,2
"Smart Air Conditioner(CAC)",29,3.2,409,7.9,50000,0,0,0,107,"2018-05-25",168,7,2018,84,"TOOLS","Free","Tools","1.0.18","2.2 and up","2018-05",0,0,0,2
"Smart Keyboard Trial",29,4.1,65597,2.4,1e+07,0,0,0,107,"2017-04-28",1996,8,2017,71,"TOOLS","Free","Tools","4.20.1","2.3 and up","2017-04",0,0,1,3
"Smart TV Remote",29,3.5,81747,9.1,1e+07,0,0,0,107,"2018-05-26",1819,17,2018,84,"TOOLS","Free","Tools","3.8.2","4.1 and up","2018-05",0,0,0,3
"SMS AI Bot",29,3.8,89,3.9,10000,0,0,0,107,"2018-07-01",1552,17,2018,86,"TOOLS","Free","Tools","3.0.4","4.1 and up","2018-07",0,0,1,1
"Software Update",29,4.4,8259,3.5,1e+06,0,0,0,107,"2018-07-18",931,13,2018,86,"TOOLS","Free","Tools","13.3","4.0 and up","2018-07",0,0,3,3
"Solo Locker (DIY Locker)",29,4.5,474439,7.9,1e+07,0,0,0,107,"2018-06-26",2382,18,2018,85,"TOOLS","Free","Tools","6.1.7.5","4.2 and up","2018-06",0,0,3,3
"Sound Meter",29,4.7,88993,1.5,1e+07,0,0,0,107,"2018-06-10",1668,8,2018,85,"TOOLS","Free","Tools","3.2.6","2.3 and up","2018-06",0,0,3,3
"Sound Recorder: Recorder & Voice Changer Free",29,3.9,14552,17,1e+07,0,0,0,107,"2018-07-31",2813,25,2018,86,"TOOLS","Free","Tools","v7.0.9.1.0526.1_06_0704","5.0 and up","2018-07",0,0,1,3
"Speed Booster - Ram, Battery & Game Speed Booster",29,4.7,85079,2.8,1e+06,0,0,0,107,"2018-07-17",201,8,2018,86,"TOOLS","Free","Tools","1.0.4","2.3 and up","2018-07",0,0,3,3
"Speedcheck",29,4.6,48979,14,1e+06,0,0,0,107,"2018-08-04",2155,15,2018,87,"TOOLS","Free","Tools","5.0.0.8","4.0.3 and up","2018-08",0,0,3,3
"Speedometer with G-FORCE meter",29,3.8,415,2.7,50000,0,0,0,107,"2017-06-01",2483,8,2017,73,"TOOLS","Free","Tools","7.0","2.3 and up","2017-06",0,0,1,2
"SportCAM",29,3.2,427,9.5,1e+05,0,0,0,107,"2018-05-04",741,7,2018,84,"TOOLS","Free","Tools","1.7.6","2.2 and up","2018-05",0,0,0,2
"SQLite DB Reader",29,3.6,301,2.3,50000,0,0,0,107,"2017-11-28",474,13,2017,78,"TOOLS","Free","Tools","1.2.9","4.0 and up","2017-11",0,0,0,2
"Square Analog Clock AW-7",29,4.2,294,3,50000,0,0,0,107,"2018-03-10",1014,19,2018,82,"TOOLS","Free","Tools","2.0","4.3 and up","2018-03",0,0,2,2
"Super Flashlight + LED",29,4.3,54207,4.4,5e+06,0,0,0,107,"2017-07-11",1649,10,2017,74,"TOOLS","Free","Tools","3.2","3.0 and up","2017-07",0,0,2,3
"Super P Launcher for Android P 9.0 launcher, theme",29,4.4,2026,7.5,1e+05,0,0,0,107,"2018-08-03",795,13,2018,87,"TOOLS","Free","Tools","1.9","4.0 and up","2018-08",0,0,3,2
"SurfEasy Secure Android VPN",29,4.5,273283,22,5e+06,0,0,0,107,"2018-07-11",1924,15,2018,86,"TOOLS","Free","Tools","4.1.0","4.0.3 and up","2018-07",0,0,3,3
"SW-DB",29,4.5,954,7.6,10000,0,0,1,107,"2016-07-11",58,17,2016,62,"TOOLS","Free","Tools","0.4.1","4.1 and up","2016-07",0,0,3,1
"System Update Free",29,4.3,3068,6,1e+05,0,0,0,107,"2018-07-20",888,13,2018,86,"TOOLS","Free","Tools","11.1","4.0 and up","2018-07",0,0,2,2
"Tamilnadu Electricity Info",29,3.6,216,0.811,10000,0,0,0,107,"2014-11-09",1014,0,2014,42,"TOOLS","Free","Tools","2.0","1.0 and up","2014-11",0,0,0,1
"Terminal Emulator for Android",29,4.4,113951,0.551,1e+07,0,0,0,107,"2015-04-15",227,2,2015,47,"TOOLS","Free","Tools","1.0.70","1.6 and up","2015-04",0,0,3,3
"Texas Hold'em EV Calculator",29,3.7,6,1.3,1000,0,0,0,107,"2015-11-08",113,8,2015,54,"TOOLS","Free","Tools","1.0","2.3 and up","2015-11",0,0,0,0
"The translator",29,4.5,23805,4.1,1e+06,0,0,0,107,"2017-08-13",1053,15,2017,75,"TOOLS","Free","Tools","2.0.4","4.0.3 and up","2017-08",0,0,3,3
"The Zueira's Voice",29,4.7,136540,3.1,1e+06,0,0,0,107,"2018-07-10",2102,15,2018,86,"TOOLS","Free","Tools","4.75","4.0.3 and up","2018-07",0,0,3,3
"Third Eye",29,4.4,19877,4.5,1e+06,0,0,0,107,"2018-01-07",323,13,2018,80,"TOOLS","Free","Tools","1.1.6","4.0 and up","2018-01",0,0,3,3
"TN Patta Chitta EC Info",29,4.2,1611,2.7,1e+05,0,0,0,107,"2018-08-06",2152,20,2018,87,"TOOLS","Free","Tools","5.0","4.4 and up","2018-08",0,0,2,2
"TN Patta, Chitta, EC",29,4.1,633,3.8,1e+05,0,0,0,107,"2016-10-21",2452,8,2016,65,"TOOLS","Free","Tools","6.7","2.3 and up","2016-10",0,0,1,2
"TNEB Reading",29,4.1,28,2.5,10000,0,0,0,107,"2017-10-19",532,17,2017,77,"TOOLS","Free","Tools","1.3","4.1 and up","2017-10",0,0,1,1
"TorrDroid - Torrent Downloader",29,4.7,59632,10,1e+06,0,0,0,107,"2018-04-03",657,17,2018,83,"TOOLS","Free","Tools","1.5.2","4.1 and up","2018-04",0,0,3,3
"TOSHIBA Smart AC",29,2.6,60,18,10000,0,0,0,107,"2018-08-04",1109,15,2018,87,"TOOLS","Free","Tools","2.1.20180804_01","4.0.3 and up","2018-08",0,0,0,1
"TouchPal Keyboard for vivo",29,4.3,357,58,1e+06,0,0,0,107,"2018-05-30",2403,15,2018,84,"TOOLS","Free","Tools","6.2.6.7","4.0.3 and up","2018-05",0,0,2,3
"Trane Interactive Smart AC",29,2.8,48,3.3,10000,0,0,0,107,"2016-04-21",3,19,2016,59,"TOOLS","Free","Tools","0.0.2","4.3 and up","2016-04",0,0,0,1
"Translate: text & voice translator",29,4.3,122010,7.3,5e+06,0,0,0,107,"2018-07-14",2742,15,2018,86,"TOOLS","Free","Tools","Translator 10.9.2","4.0.3 and up","2018-07",0,0,2,3
"Trazado de tuberia El Tubero",29,4.5,313,4.4,10000,1,1.97,0,107,"2015-03-29",1923,1,2015,46,"TOOLS","Paid","Tools","4.1","1.5 and up","2015-03",0,0,3,1
"Trinomial Factoring Wizard",29,4,22,0.082,1000,1,0.99,0,107,"2014-10-10",1298,8,2014,41,"TOOLS","Paid","Tools","2.4","2.3 and up","2014-10",0,0,1,0
"Turbo Download Manager (and Browser)",29,4,32879,3.2,5e+06,0,0,0,107,"2018-08-04",2217,15,2018,87,"TOOLS","Free","Tools","5.19","4.0.3 and up","2018-08",0,0,1,3
"Turbo Downloader",29,3.9,23348,3.2,5e+06,0,0,0,107,"2018-07-04",1756,15,2018,86,"TOOLS","Free","Tools","3.48","4.0.3 and up","2018-07",0,0,1,3
"U-Scan",29,3.4,784,42,50000,0,0,0,107,"2016-09-29",469,7,2016,64,"TOOLS","Free","Tools","1.2.6 (94)","2.2 and up","2016-09",0,0,0,2
"U get - Wireless Speed Test",29,4.2,26,2.2,5000,0,0,0,107,"2018-06-04",558,13,2018,85,"TOOLS","Free","Tools","1.3.5","4.0 and up","2018-06",0,0,2,1
"U Guard",29,3,245,3.5,10000,0,0,0,107,"2016-08-31",325,8,2016,63,"TOOLS","Free","Tools","1.1.6.6","2.3 and up","2016-08",0,0,0,1
"UniFi",29,4.7,11018,25,5e+05,0,0,0,107,"2018-07-25",719,17,2018,86,"TOOLS","Free","Tools","1.7.0","4.1 and up","2018-07",0,0,3,2
"Unit Converter",29,4.5,85387,5.4,1e+06,0,0,0,107,"2018-07-03",1119,13,2018,86,"TOOLS","Free","Tools","2.1.54","4.0 and up","2018-07",0,0,3,3
"Universal AC Remote Control",29,3.8,40934,5.2,1e+06,0,0,0,107,"2018-07-28",2759,15,2018,86,"TOOLS","Free","Tools","acremotecontrol18","4.0.3 and up","2018-07",0,0,1,3
"Unseen - No Last Seen",29,4.4,103909,9.2,5e+06,0,0,0,107,"2018-05-11",1226,19,2018,84,"TOOLS","Free","Tools","2.2.7","4.3 and up","2018-05",0,0,3,3
"Upgrade for Android DU Master",29,3.6,12993,5.2,1e+06,0,0,0,107,"2017-01-09",534,9,2017,68,"TOOLS","Free","Tools","1.3.0","2.3.3 and up","2017-01",0,0,0,3
"Vehicle Case Checker BD",29,3.7,29,3.3,10000,0,0,0,107,"2017-07-13",113,17,2017,74,"TOOLS","Free","Tools","1.0","4.1 and up","2017-07",0,0,0,1
"Victoria EC",29,5,5,3.8,500,0,0,0,107,"2018-03-30",524,9,2018,82,"TOOLS","Free","Tools","1.283.0037","2.3.3 and up","2018-03",0,0,3,0
"Video Download For FB",29,4.3,444,1.6,1e+05,0,0,0,107,"2017-07-14",113,10,2017,74,"TOOLS","Free","Tools","1.0","3.0 and up","2017-07",0,0,2,2
"Video Downloader for FB",29,4.3,53,3,5000,0,0,0,107,"2018-08-01",139,15,2018,87,"TOOLS","Free","Tools","1.0.1","4.0.3 and up","2018-08",0,0,2,1
"Video Downloader For FB: Save FB Videos 2018",29,4.3,434,3.6,50000,0,0,0,107,"2018-08-08",334,15,2018,87,"TOOLS","Free","Tools","1.1.9","4.0.3 and up","2018-08",0,0,2,2
"Virtual DJ Mixer",29,4.2,2013,16,1e+05,0,0,0,107,"2017-05-18",113,17,2017,72,"TOOLS","Free","Tools","1.0","4.1 and up","2017-05",0,0,2,2
"Virtual DJ Sound Mixer",29,4.2,4010,8.7,5e+05,0,0,0,107,"2017-05-10",-1,13,2017,72,"TOOLS","Free","Tools","","4.0 and up","2017-05",0,0,2,2
"Virtual Eye AI",29,4.4,26,3.8,500,0,0,0,107,"2018-05-27",424,13,2018,84,"TOOLS","Free","Tools","1.2","4.0 and up","2018-05",0,0,3,0
"VITEK EH DVR Viewer (Pro)",29,3.5,78,3.3,10000,0,0,0,107,"2013-10-11",435,7,2013,29,"TOOLS","Free","Tools","1.2.10","2.2 and up","2013-10",0,0,0,1
"VIVA BH",29,4,2055,2.6,1e+05,0,0,0,107,"2018-04-09",1324,13,2018,83,"TOOLS","Free","Tools","2.44","4.0 and up","2018-04",0,0,1,2
"VOLT DROP CALCULATOR BS 7671",29,3.9,71,1.1,10000,0,0,0,107,"2016-01-26",1014,8,2016,56,"TOOLS","Free","Tools","2.0","2.3 and up","2016-01",0,0,1,1
"Volume Control Ex",29,4.2,5,2.5,100,1,1.49,0,107,"2018-07-30",698,13,2018,86,"TOOLS","Paid","Tools","1.6.2","4.0 and up","2018-07",0,0,2,0
"Volume Slider Like Android P Volume Control",29,4.1,1129,1.7,10000,1,0.99,0,107,"2018-06-30",520,17,2018,85,"TOOLS","Paid","Tools","1.28","4.1 and up","2018-06",0,0,1,1
"Vote 4 DC",29,4.1,46,6.1,1000,0,0,0,107,"2016-09-21",1912,15,2016,64,"TOOLS","Free","Tools","4.0.6","4.0.3 and up","2016-09",0,0,1,0
"VPN - Fast, Secure & Unlimited WiFi with VyprVPN",29,4.2,40676,25,1e+06,0,0,0,107,"2018-07-05",1252,17,2018,86,"TOOLS","Free","Tools","2.27.1","4.1 and up","2018-07",0,0,2,3
"VPN Free - Betternet Hotspot VPN & Private Browser",29,4.5,801054,8.9,1e+07,0,0,0,107,"2018-08-01",2004,17,2018,87,"TOOLS","Free","Tools","4.3.0","4.1 and up","2018-08",0,0,3,3
"Vpn Hosts (ad blocker & no root & support ipv6 )",29,4.4,319,1.1,10000,1,2.99,0,107,"2018-07-03",1023,20,2018,86,"TOOLS","Paid","Tools","2.0.1","4.4 and up","2018-07",0,0,3,1
"Walk Freely (Ec Shlire)",29,4.7,62,2.3,1000,0,0,0,107,"2017-11-13",306,17,2017,78,"TOOLS","Free","Tools","1.1.3","4.1 and up","2017-11",0,0,3,0
"Watch AW-7",29,4.2,249,3,50000,0,0,0,107,"2018-03-17",1014,19,2018,82,"TOOLS","Free","Tools","2.0","4.3 and up","2018-03",0,0,2,2
"weight conversion calculator",29,4,807,1.8,1e+05,0,0,0,107,"2018-05-18",1487,8,2018,84,"TOOLS","Free","Tools","20180517","2.3 and up","2018-05",0,0,1,2
"What is my IP address",29,4.5,4228,0.656,5e+05,0,0,0,107,"2018-07-02",1462,13,2018,86,"TOOLS","Free","Tools","2.95","4.0 and up","2018-07",0,0,3,2
"WhatsVPN - Unlimited Free VPN",29,4.7,24985,7.8,5e+05,0,0,0,107,"2018-07-27",1231,17,2018,86,"TOOLS","Free","Tools","2.2.927","4.1 and up","2018-07",0,0,3,2
"Wi-Fi Master",29,4.5,3673,5.8,5e+05,0,0,0,107,"2018-07-24",431,17,2018,86,"TOOLS","Free","Tools","1.2.1","4.1 and up","2018-07",0,0,3,2
"Wi-Fi Rabbit Unlock Key",29,4.5,142,0.026,5000,1,1,0,107,"2011-06-26",118,5,2011,5,"TOOLS","Paid","Tools","1.0.0","2.1 and up","2011-06",0,0,3,1
"Wi-Fi settings shortcut",29,4.1,479,0.029,50000,0,0,0,107,"2013-12-13",592,2,2013,31,"TOOLS","Free","Tools","1.4","1.6 and up","2013-12",0,0,1,2
"Wi-Fi Visualizer",29,3.9,132,2.6,50000,0,0,0,107,"2017-05-17",15,8,2017,72,"TOOLS","Free","Tools","0.0.9","2.3 and up","2017-05",0,0,1,2
"Wifi Analyzer",29,4.4,335115,1.8,1e+07,0,0,0,107,"2018-04-07",1624,27,2018,83,"TOOLS","Free","Tools","3.11.2","6.0 and up","2018-04",0,0,3,3
"WiFi Monitor Pro - analyzer of Wi-Fi networks",29,4.6,85,2.4,1000,1,2.99,0,107,"2018-07-05",795,13,2018,86,"TOOLS","Paid","Tools","1.9","4.0 and up","2018-07",0,0,3,0
"WiFi Overview 360",29,4.1,15693,18,1e+06,0,0,0,107,"2018-08-03",2015,18,2018,87,"TOOLS","Free","Tools","4.32.07","4.2 and up","2018-08",0,0,1,3
"WIFI WPS WPA TESTER",29,4.3,352097,6.7,1e+07,0,0,0,107,"2018-06-12",1823,13,2018,85,"TOOLS","Free","Tools","3.8.5","4.0 and up","2018-06",0,0,2,3
"WPSApp",29,4.4,95080,3.1,1e+07,0,0,0,107,"2018-08-03",699,17,2018,87,"TOOLS","Free","Tools","1.6.22","4.1 and up","2018-08",0,0,3,3
"X-Plane to GPS",29,4.2,161,1.2,5000,1,0.99,0,107,"2018-03-04",711,20,2018,82,"TOOLS","Paid","Tools","1.62","4.4 and up","2018-03",0,0,2,1
"X-plore File Manager",29,4.6,168487,6.4,1e+07,0,0,0,107,"2018-06-26",1921,19,2018,85,"TOOLS","Free","Tools","4.01.00","4.3 and up","2018-06",0,0,3,3
"X-VPN - Free Unlimited VPN Proxy",29,4.5,40617,21,5e+06,0,0,0,107,"2018-07-31",2475,17,2018,86,"TOOLS","Free","Tools","65.0","4.1 and up","2018-07",0,0,3,3
"X Home Bar - Free",29,4.6,4210,1.9,1e+05,0,0,0,107,"2018-06-18",644,17,2018,85,"TOOLS","Free","Tools","1.5.0","4.1 and up","2018-06",0,0,3,2
"X Home Bar - Home Bar Gesture Pro",29,4,88,2,10000,1,1.99,0,107,"2018-07-02",641,19,2018,86,"TOOLS","Paid","Tools","1.5","4.3 and up","2018-07",0,0,1,1
"XML Editor CR",29,3.3,47,18,5000,0,0,0,107,"2018-03-16",181,13,2018,82,"TOOLS","Free","Tools","1.0.209","4.0 and up","2018-03",0,0,0,1
"Zapya - File Transfer, Sharing",29,4.6,387958,9,1e+07,0,0,1,107,"2018-07-16",2302,15,2018,86,"TOOLS","Free","Tools","5.6.2 (US)","4.0.3 and up","2018-07",0,0,3,3
"ZERO Lock Screen",29,3.5,75336,0.544,1e+06,0,0,0,107,"2016-02-05",532,13,2016,57,"TOOLS","Free","Tools","1.3","4.0 and up","2016-02",0,0,0,3
